0,0,0,0,0
0.1,0,0,0,0
0.2,1,0.0010001,0,0
0.3,3,0.0030003,0,0
0.4,4,0.0040004,0,0
0.5,5,0.0050005,0,0
0.6,6,0.0060006,0,0
0.7,7,0.0070007,0,0
0.8,9,0.0090009,0,0
0.9,9,0.0090009,0,0
1,10,0.010001,0,0
1.1,11,0.0110011,0,0
1.2,12,0.0120012,0,0
1.3,14,0.0140014,0,0
1.4,15,0.0150015,0,0
1.5,16,0.0160016,0,0
1.6,17,0.0170017,0,0
1.7,18,0.0180018,0,0
1.8,19,0.0190019,0,0
1.9,20,0.020002,0,0
2,21,0.0210021,0,0
2.1,22,0.0220022,0,0
2.2,23,0.0230023,0,0
2.3,24,0.0240024,0,0
2.4,25,0.0250025,0,0
2.5,26,0.0260026,0,0
2.6,27,0.0270027,0,0
2.7,28,0.0280028,0,0
2.8,29,0.0290029,0,0
2.9,30,0.030003,0,0
3,32,0.0320032,0,0
3.1,33,0.0330033,0,0
3.2,35,0.0350035,0,0
3.3,77,0.0770077,0,0
3.4,121,0.121012,0,0
3.5,164,0.164016,0,0
3.6,206,0.206021,0,0
3.7,243,0.243024,0,0
3.8,277,0.277028,0,0
3.9,307,0.307031,0,0
4,334,0.334033,0,0
4.1,359,0.359036,0,0
4.2,384,0.384038,0,0
4.3,409,0.409041,0,0
4.4,436,0.436044,0,0
4.5,463,0.463046,0,0
4.6,491,0.491049,0,0
4.7,519,0.519052,0,0
4.8,546,0.546055,0,0
4.9,573,0.573057,0,0
5,600,0.60006,0,0
5.1,626,0.626063,0,0
5.2,0,0,0,0
5.3,0,0,0,0
5.4,0,0,0,0
5.5,0,0,0,0
5.6,0,0,0,0
5.7,0,0,0,0
5.8,0,0,0,0
5.9,0,0,0,0
6,1029,1.0291,0,0
6.1,1029,1.0291,0,0
6.2,1029,1.0291,0,0
6.3,1029,1.0291,0,0
6.4,1029,1.0291,0,0
6.5,1029,1.0291,0,0
6.6,1029,1.0291,0,0
6.7,1029,1.0291,0,0
6.8,1029,1.0291,0,0
6.9,1486,1.48615,0,0
7,1577,1.57716,0,0
7.1,1577,1.57716,0,0
7.2,1577,1.57716,0,0
7.3,1577,1.57716,0,0
7.4,1737,1.73717,0,0
7.5,1737,1.73717,0,0
7.6,1829,1.82918,0,0
7.7,1918,1.91819,0,0
7.8,2012,2.0122,0,0
7.9,2060,2.06021,0,0
8,2116,2.11621,0,0
8.1,2170,2.17022,0,0
8.2,2170,2.17022,0,0
8.3,0,0,0,0
8.4,0,0,0,0
8.5,2353,2.35324,0,0
8.6,2394,2.39424,0,0
8.7,2394,2.39424,0,0
8.8,2394,2.39424,0,0
8.9,2653,2.65327,0,0
9,2722,2.72227,0,0
9.1,2722,2.72227,0,0
9.2,2722,2.72227,0,0
9.3,2722,2.72227,0,0
9.4,2722,2.72227,0,0
9.5,2942,2.94229,0,0
9.6,2942,2.94229,0,0
9.7,3035,3.0353,0,0
9.8,3060,3.06031,0,0
9.9,3279,3.27933,0,0
10,3279,3.27933,0,0
10.1,0,0,0,0
10.2,3306,3.30633,0,0
10.3,3301,3.30133,0,0
10.4,0,0,0,0
10.5,3290,3.29033,0,0
10.6,0,0,0,0
10.7,3276,3.27633,0,0
10.8,3276,3.27633,0,0
10.9,3276,3.27633,0,0
11,3276,3.27633,0,0
11.1,3276,3.27633,0,0
11.2,9993,9.994,0,0
11.3,9993,9.994,0,0
11.4,3187,3.18732,0,0
11.5,3187,3.18732,0,0
11.6,3173,3.17332,0,0
11.7,3160,3.16032,0,0
11.8,3153,3.15332,0,0
11.9,3142,3.14231,0,0
12,3133,3.13331,0,0
12.1,3123,3.12331,0,0
12.2,9999,10,0,0
12.3,3081,3.08131,0,0
12.4,3052,3.05231,0,0
12.5,3041,3.0413,0,0
12.6,3034,3.0343,0,0
12.7,3029,3.0293,0,0
12.8,3024,3.0243,0,0
12.9,3021,3.0213,0,0
13,3018,3.0183,0,0
13.1,3024,3.0243,0,0
13.2,3029,3.0293,0,0
13.3,3034,3.0343,0,0
13.4,3039,3.0393,0,0
13.5,3043,3.0433,0,0
13.6,3044,3.0443,0,0
13.7,3040,3.0403,0,0
13.8,3030,3.0303,0,0
13.9,3026,3.0263,0,0
14,3025,3.0253,0,0
14.1,3024,3.0243,0,0
14.2,3024,3.0243,0,0
14.3,3023,3.0233,0,0
14.4,3022,3.0223,0,0
14.5,3021,3.0213,0,0
14.6,3020,3.0203,0,0
14.7,3016,3.0163,0,0
14.8,3016,3.0163,0,0
14.9,3012,3.0123,0,0
15,3012,3.0123,0,0
15.1,2999,2.9993,0,0
15.2,2991,2.9913,0,0
15.3,2985,2.9853,0,0
15.4,9999,10,0,0
15.5,2982,2.9823,0,0
15.6,2982,2.9823,0,0
15.7,2982,2.9823,0,0
15.8,2982,2.9823,0,0
15.9,2982,2.9823,0,0
16,2982,2.9823,0,0
16.1,0,0,0,0
16.2,0,0,0,0
16.3,2980,2.9803,0,0
16.4,2974,2.9743,0,0
16.5,2964,2.9643,0,0
16.6,2964,2.9643,0,0
16.7,2964,2.9643,0,0
16.8,9999,10,0,0
16.9,9999,10,0,0
17,2919,2.91929,0,0
17.1,2919,2.91929,0,0
17.2,2919,2.91929,0,0
17.3,2906,2.90629,0,0
17.4,2901,2.90129,0,0
17.5,9999,10,0,0
17.6,9999,10,0,0
17.7,9999,10,0,0
17.8,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
18.1,0,0,0,0
18.2,2892,2.89229,0,0
18.3,2891,2.89129,0,0
18.4,2890,2.89029,0,0
18.5,2890,2.89029,0,0
18.6,2890,2.89029,0,0
18.7,2890,2.89029,0,0
18.8,2890,2.89029,0,0
18.9,2890,2.89029,0,0
19,2890,2.89029,0,0
19.1,2890,2.89029,0,0
19.2,2890,2.89029,0,0
19.3,2890,2.89029,0,0
19.4,2890,2.89029,0,0
19.5,2890,2.89029,0,0
19.6,2890,2.89029,0,0
19.7,2890,2.89029,0,0
19.8,2891,2.89129,0,0
19.9,2892,2.89229,0,0
20,2894,2.89429,0,0
20.1,2896,2.89629,0,0
20.2,2896,2.89629,0,0
20.3,2898,2.89829,0,0
20.4,2900,2.90029,0,0
20.5,2901,2.90129,0,0
20.6,2903,2.90329,0,0
20.7,2904,2.90429,0,0
20.8,2906,2.90629,0,0
20.9,1451,1.45115,0,0
21,2924,2.92429,0,0
21.1,2926,2.92629,0,0
21.2,2926,2.92629,0,0
21.3,0,0,0,0
21.4,9999,10,0,0
21.5,9999,10,0,0
21.6,2957,2.9573,0,0
21.7,2957,2.9573,0,0
21.8,2957,2.9573,0,0
21.9,2957,2.9573,0,0
22,2957,2.9573,0,0
22.1,2967,2.9673,0,0
22.2,2967,2.9673,0,0
22.3,2967,2.9673,0,0
22.4,2967,2.9673,0,0
