0.01,0,0
0.02,0,0.00167163
0.03,1.67163e-05,0.00251499
0.04,4.18662e-05,0.00336126
0.0499999,7.54787e-05,0.00421188
0.0599998,0.000117597,0.0050664
0.0699997,0.000168261,0.00592488
0.0799995,0.00022751,0.00678735
0.0899993,0.000295383,0.00765383
0.099999,0.00037192,0.00852438
0.109999,0.000457163,0.00939902
0.119998,0.000551152,0.0102778
0.129998,0.000653928,0.0111607
0.139997,0.000765533,0.0120479
0.149996,0.000886008,0.0129392
0.159995,0.0010154,0.0138349
0.169995,0.00115374,0.0147348
0.179993,0.00130108,0.0156391
0.189992,0.00145747,0.0165478
0.199991,0.00162294,0.0174609
0.209989,0.00179754,0.0183784
0.219988,0.00198131,0.0193005
0.229986,0.00217431,0.020227
0.239984,0.00237656,0.0211581
0.249981,0.00258813,0.0220938
0.259979,0.00280905,0.0230341
0.269976,0.00303937,0.0239791
0.279974,0.00327914,0.0249287
0.28997,0.0035284,0.0258831
0.299967,0.0037872,0.0268423
0.309963,0.00405559,0.0278063
0.31996,0.00433362,0.028775
0.329955,0.00462133,0.0297487
0.339951,0.00491877,0.0307272
0.349946,0.005226,0.0317107
0.359941,0.00554305,0.0326992
0.369936,0.00586998,0.0336926
0.37993,0.00620685,0.0346911
0.389924,0.00655369,0.0356947
0.399918,0.00691056,0.0367034
0.409911,0.00727751,0.0377172
0.419904,0.00765459,0.0387362
0.429897,0.00804186,0.0397603
0.439889,0.00843936,0.0407898
0.44988,0.00884714,0.0418244
0.459872,0.00926526,0.0428644
0.469862,0.00969378,0.0439098
0.479853,0.0101327,0.0449605
0.489843,0.0105822,0.0460166
0.499832,0.0110422,0.0470781
0.509821,0.0115128,0.0481451
0.519809,0.0119941,0.0492177
0.529797,0.012486,0.0502957
0.539785,0.0129888,0.0513793
0.549771,0.0135024,0.0524685
0.559758,0.0140268,0.0535634
0.569743,0.0145622,0.0546639
0.579728,0.0151085,0.0557701
0.589713,0.015666,0.0568821
0.599697,0.0162345,0.0579998
0.60968,0.0168141,0.0591233
0.619662,0.017405,0.0602526
0.629644,0.0180072,0.0613878
0.639625,0.0186207,0.0625288
0.649606,0.0192456,0.0636758
0.659586,0.0198819,0.0648288
0.669565,0.0205297,0.0659877
0.679543,0.0211891,0.0671526
0.68952,0.0218601,0.0683236
0.699497,0.0225429,0.0695007
0.709473,0.0232373,0.0706838
0.719448,0.0239435,0.0718731
0.729422,0.0246617,0.0730686
0.739395,0.0253917,0.0742703
0.749368,0.0261337,0.0754782
0.759339,0.0268878,0.0766923
0.76931,0.027654,0.0779128
0.77928,0.0284323,0.0791396
0.789248,0.0292229,0.0803727
0.799216,0.0300257,0.0816122
0.809183,0.0308409,0.0828581
0.819148,0.0316686,0.0841105
0.829113,0.0325087,0.0853693
0.839077,0.0333613,0.0866347
0.849039,0.0342266,0.0879066
0.859,0.0351045,0.089185
0.868961,0.0359952,0.09047
0.87892,0.0368987,0.0917617
0.888878,0.037815,0.0930599
0.898835,0.0387443,0.0943649
0.90879,0.0396865,0.0956766
0.918744,0.0406418,0.096995
0.928697,0.0416103,0.0983202
0.938649,0.0425919,0.0996521
0.948599,0.0435867,0.100991
0.958548,0.0445949,0.102337
0.968496,0.0456165,0.103689
0.978442,0.0466515,0.105049
0.988387,0.0477001,0.106415
0.998331,0.0487622,0.107788
1.00827,0.049838,0.109168
1.01821,0.0509276,0.110556
1.02815,0.0520309,0.11195
1.03809,0.053148,0.113352
1.04803,0.0542791,0.11476
1.05796,0.0554242,0.116176
1.06789,0.0565834,0.117599
1.07782,0.0577566,0.119029
1.08775,0.0589441,0.120466
1.09768,0.0601459,0.12191
1.10761,0.0613619,0.123362
1.11753,0.0625924,0.124821
