0,5,5,955.414,955.414
0.1,4.99871,5.00129,955.168,955.66
0.2,4.99859,5.00141,955.145,955.683
0.3,4.99955,5.00045,955.329,955.499
0.4,5.00003,4.99997,955.421,955.407
0.5,5.00027,4.99973,955.465,955.363
0.6,5.00146,4.99854,955.692,955.136
0.7,5.00173,4.99827,955.745,955.083
0.8,5.00279,4.99721,955.947,954.881
0.9,5.00277,4.99723,955.943,954.885
1,5.00276,4.99724,955.942,954.886
1.1,5.00353,4.99647,956.089,954.739
1.2,5.00356,4.99644,956.095,954.733
1.3,5.00468,4.99532,956.309,954.519
1.4,5.00485,4.99515,956.341,954.487
1.5,5.00487,4.99513,956.345,954.483
1.6,5.00582,4.99418,956.526,954.302
1.7,5.00583,4.99417,956.527,954.301
1.8,5.00693,4.99307,956.739,954.089
1.9,5.00688,4.99312,956.728,954.1
2,5.00671,4.99329,956.697,954.131
2.1,5.00781,4.99219,956.906,953.922
2.2,5.00783,4.99217,956.91,953.918
2.3,5.00773,4.99227,956.891,953.937
2.4,5.00854,4.99146,957.046,953.782
2.5,5.00839,4.99161,957.016,953.812
2.6,5.00759,4.99241,956.863,953.965
2.7,5.00096,4.99904,955.598,955.23
2.8,4.98312,5.01688,952.188,958.64
2.9,4.97272,5.02728,950.2,960.628
3,4.92569,5.07431,941.215,969.613
3.1,4.92642,5.07358,941.354,969.474
3.2,4.89888,5.10112,936.093,974.735
3.3,4.88879,5.11121,934.163,976.665
3.4,4.90185,5.09815,936.66,974.168
3.5,4.922,5.078,940.509,970.319
3.6,4.97021,5.02979,949.722,961.106
3.7,4.95335,5.04665,946.499,964.329
3.8,5.04563,4.95437,964.133,946.695
3.9,5.04439,4.95561,963.896,946.932
4,5.03557,4.96443,962.211,948.617
4.1,5.0852,4.9148,971.694,939.135
4.2,5.0805,4.9195,970.796,940.032
4.3,5.08153,4.91847,970.994,939.834
4.4,5.10646,4.89354,975.756,935.072
4.5,5.1187,4.8813,978.096,932.732
4.6,5.12176,4.87824,978.679,932.149
4.7,5.13987,4.86013,982.14,928.688
4.8,5.16126,4.83874,986.228,924.601
4.9,5.14656,4.85344,983.419,927.409
5,5.07812,4.92188,970.341,940.487
5.1,5.02518,4.97482,960.226,950.602
5.2,3.00836e+06,-3.00835e+06,5.74846e+08,-5.74844e+08
5.3,3.00936e+06,-3.00935e+06,5.75038e+08,-5.75036e+08
5.4,3.01037e+06,-3.01036e+06,5.75229e+08,-5.75227e+08
5.5,3.01137e+06,-3.01136e+06,5.75421e+08,-5.75419e+08
5.6,3.01237e+06,-3.01236e+06,5.75612e+08,-5.7561e+08
5.7,3.01337e+06,-3.01336e+06,5.75804e+08,-5.75802e+08
5.8,4.8883e+06,-4.88829e+06,9.34069e+08,-9.34067e+08
5.9,4.88992e+06,-4.88991e+06,9.3438e+08,-9.34378e+08
6,9273.44,-9263.44,1.77199e+06,-1.77008e+06
6.1,9273.44,-9263.44,1.77199e+06,-1.77008e+06
6.2,9273.44,-9263.44,1.77199e+06,-1.77008e+06
6.3,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.4,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.5,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.6,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.7,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.8,9273.43,-9263.43,1.77199e+06,-1.77008e+06
6.9,9273.58,-9263.58,1.77202e+06,-1.77011e+06
7,9273.63,-9263.63,1.77203e+06,-1.77012e+06
7.1,9273.63,-9263.63,1.77203e+06,-1.77012e+06
7.2,9273.63,-9263.63,1.77203e+06,-1.77012e+06
7.3,9273.63,-9263.63,1.77203e+06,-1.77012e+06
7.4,9273.61,-9263.61,1.77203e+06,-1.77012e+06
7.5,9273.61,-9263.61,1.77203e+06,-1.77012e+06
7.6,9276.08,-9266.08,1.7725e+06,-1.77059e+06
7.7,9273.65,-9263.65,1.77204e+06,-1.77012e+06
7.8,9273.71,-9263.71,1.77205e+06,-1.77014e+06
7.9,9273.69,-9263.69,1.77204e+06,-1.77013e+06
8,9273.73,-9263.73,1.77205e+06,-1.77014e+06
8.1,9273.73,-9263.73,1.77205e+06,-1.77014e+06
8.2,9273.73,-9263.73,1.77205e+06,-1.77014e+06
8.3,-2.49247e+06,2.49248e+06,-4.76268e+08,4.7627e+08
8.4,-2.49331e+06,2.49332e+06,-4.76428e+08,4.7643e+08
8.5,7606.47,-7596.47,1.45347e+06,-1.45156e+06
8.6,7606.47,-7596.47,1.45347e+06,-1.45156e+06
8.7,7606.47,-7596.47,1.45347e+06,-1.45156e+06
8.8,7606.47,-7596.47,1.45347e+06,-1.45156e+06
8.9,7606.41,-7596.41,1.45345e+06,-1.45154e+06
9,7606.36,-7596.36,1.45344e+06,-1.45153e+06
9.1,7606.36,-7596.36,1.45344e+06,-1.45153e+06
9.2,7606.36,-7596.36,1.45344e+06,-1.45153e+06
9.3,7606.36,-7596.36,1.45344e+06,-1.45153e+06
9.4,7606.36,-7596.36,1.45344e+06,-1.45153e+06
9.5,7606.37,-7596.37,1.45345e+06,-1.45154e+06
9.6,7606.37,-7596.37,1.45345e+06,-1.45154e+06
9.7,7606.37,-7596.37,1.45345e+06,-1.45154e+06
9.8,7606.43,-7596.43,1.45346e+06,-1.45155e+06
9.9,7606.34,-7596.34,1.45344e+06,-1.45153e+06
10,7606.34,-7596.34,1.45344e+06,-1.45153e+06
10.1,-2.48379e+11,2.48379e+11,-4.74609e+13,4.74609e+13
10.2,-8.27578e+07,8.27578e+07,-1.58136e+10,1.58136e+10
10.3,-8.27577e+07,8.27578e+07,-1.58136e+10,1.58136e+10
10.4,-7.9791e+07,7.9791e+07,-1.52467e+10,1.52467e+10
10.5,-8.27568e+07,8.27568e+07,-1.58134e+10,1.58134e+10
10.6,-8.09287e+07,8.09287e+07,-1.54641e+10,1.54641e+10
10.7,-8.27562e+07,8.27562e+07,-1.58133e+10,1.58133e+10
10.8,-8.27562e+07,8.27562e+07,-1.58133e+10,1.58133e+10
10.9,-8.27562e+07,8.27562e+07,-1.58133e+10,1.58133e+10
11,-8.27562e+07,8.27562e+07,-1.58133e+10,1.58133e+10
11.1,-8.27562e+07,8.27562e+07,-1.58133e+10,1.58133e+10
11.2,-2.57247e+10,2.57247e+10,-4.91554e+12,4.91554e+12
11.3,-2.57332e+10,2.57332e+10,-4.91717e+12,4.91717e+12
11.4,-9.98451e+07,9.98451e+07,-1.90787e+10,1.90787e+10
11.5,-9.98451e+07,9.98451e+07,-1.90787e+10,1.90787e+10
11.6,-9.98451e+07,9.98451e+07,-1.90787e+10,1.90787e+10
11.7,-9.98451e+07,9.98451e+07,-1.90787e+10,1.90787e+10
