0.000000000000000000e+00,0.000000000000000000e+00
1.001001001001000992e-02,1.501495232721790536e-02
2.002002002002001985e-02,3.002952852953755247e-02
3.003003003003002977e-02,4.504335249148262721e-02
4.004004004004003969e-02,6.005604811642042962e-02
5.005005005005004615e-02,7.506723933598316578e-02
6.006006006006005954e-02,9.007655011948841051e-02
7.007007007007007293e-02,1.050836044833586974e-01
8.008008008008007939e-02,1.200880265005399294e-01
9.009009009009008584e-02,1.350894403099183461e-01
1.001001001001000923e-01,1.500874701257358668e-01
1.101101101101101126e-01,1.650817402470035888e-01
1.201201201201201191e-01,1.800718750669129120e-01
1.301301301301301394e-01,1.950574990822447619e-01
1.401401401401401459e-01,2.100382369027757323e-01
1.501501501501501523e-01,2.250137132606817025e-01
1.601601601601601588e-01,2.399835530199384004e-01
1.701701701701701652e-01,2.549473811857184136e-01
1.801801801801801717e-01,2.699048229137848698e-01
1.901901901901901781e-01,2.848555035198813701e-01
2.002002002002001846e-01,2.997990484891177587e-01
2.102102102102102188e-01,3.147350834853516188e-01
2.202202202202202252e-01,3.296632343605657711e-01
2.302302302302302317e-01,3.445831271642401661e-01
2.402402402402402382e-01,3.594943881527198903e-01
2.502502502502502724e-01,3.743966437985770668e-01
2.602602602602602788e-01,3.892895207999678142e-01
2.702702702702702853e-01,4.041726460899836004e-01
2.802802802802802917e-01,4.190456468459965444e-01
2.902902902902902982e-01,4.339081504989983351e-01
3.003003003003003046e-01,4.487597847429335984e-01
3.103103103103103111e-01,4.636001775440257155e-01
3.203203203203203175e-01,4.784289571500965899e-01
3.303303303303303240e-01,4.932457520998788647e-01
3.403403403403403304e-01,5.080501912323210911e-01
3.503503503503503369e-01,5.228419036958853461e-01
3.603603603603603434e-01,5.376205189578370236e-01
3.703703703703703498e-01,5.523856668135268544e-01
3.803803803803803563e-01,5.671369773956640437e-01
3.903903903903903627e-01,5.818740811835824145e-01
4.004004004004003692e-01,5.965966090124956711e-01
4.104104104104104311e-01,6.113041920827460007e-01
4.204204204204204376e-01,6.259964619690421284e-01
4.304304304304304440e-01,6.406730506296881567e-01
4.404404404404404505e-01,6.553335904158034131e-01
4.504504504504504570e-01,6.699777140805318609e-01
4.604604604604604634e-01,6.846050547882418513e-01
4.704704704704704699e-01,6.992152461237148842e-01
4.804804804804804763e-01,7.138079221013249320e-01
4.904904904904904828e-01,7.283827171742056628e-01
5.005005005005005447e-01,7.429392662434084471e-01
5.105105105105105512e-01,7.574772046670468217e-01
5.205205205205205576e-01,7.719961682694317373e-01
5.305305305305305641e-01,7.864957933501938170e-01
5.405405405405405705e-01,8.009757166933939576e-01
5.505505505505505770e-01,8.154355755766224956e-01
5.605605605605605835e-01,8.298750077800842728e-01
5.705705705705705899e-01,8.442936515956735999e-01
5.805805805805805964e-01,8.586911458360335647e-01
5.905905905905906028e-01,8.730671298436053496e-01
6.006006006006006093e-01,8.874212434996617826e-01
6.106106106106106157e-01,9.017531272333282333e-01
6.206206206206206222e-01,9.160624220305904064e-01
6.306306306306306286e-01,9.303487694432869270e-01
6.406406406406406351e-01,9.446118115980897123e-01
6.506506506506506415e-01,9.588511912054672459e-01
6.606606606606606480e-01,9.730665515686356404e-01
6.706706706706706544e-01,9.872575365924933788e-01
6.806806806806806609e-01,1.001423790792542290e+00
6.906906906906906674e-01,1.015564959303791426e+00
7.007007007007006738e-01,1.029680687889646951e+00
7.107107107107106803e-01,1.043770622950785931e+00
7.207207207207206867e-01,1.057834411534013475e+00
7.307307307307306932e-01,1.071871701341105432e+00
7.407407407407406996e-01,1.085882140737631341e+00
7.507507507507507061e-01,1.099865378761764934e+00
7.607607607607607125e-01,1.113821065133074883e+00
7.707707707707707190e-01,1.127748850261299340e+00
7.807807807807807254e-01,1.141648385255102927e+00
7.907907907907907319e-01,1.155519321930817300e+00
8.008008008008007383e-01,1.169361312821162180e+00
8.108108108108108558e-01,1.183174011183950380e+00
8.208208208208208623e-01,1.196957071010772200e+00
8.308308308308308687e-01,1.210710147035665152e+00
8.408408408408408752e-01,1.224432894743761269e+00
8.508508508508508816e-01,1.238124970379916867e+00
8.608608608608608881e-01,1.251786030957325657e+00
8.708708708708708945e-01,1.265415734266108094e+00
8.808808808808809010e-01,1.279013738881885409e+00
8.908908908908909074e-01,1.292579704174332100e+00
9.009009009009009139e-01,1.306113290315708220e+00
9.109109109109109204e-01,1.319614158289371897e+00
9.209209209209209268e-01,1.333081969898272989e+00
9.309309309309309333e-01,1.346516387773422974e+00
9.409409409409409397e-01,1.359917075382348184e+00
9.509509509509509462e-01,1.373283697037517737e+00
9.609609609609609526e-01,1.386615917904755024e+00
9.709709709709709591e-01,1.399913404011622564e+00
9.809809809809809655e-01,1.413175822255790637e+00
9.909909909909909720e-01,1.426402840413379725e+00
1.001001001001001089e+00,1.439594127147282965e+00
1.011011011011011096e+00,1.452749352015466622e+00
1.021021021021021102e+00,1.465868185479248353e+00
1.031031031031031109e+00,1.478950298911549943e+00
1.041041041041041115e+00,1.491995364605132268e+00
1.051051051051051122e+00,1.505003055780801846e+00
1.061061061061061128e+00,1.517973046595597619e+00
1.071071071071071135e+00,1.530905012150954869e+00
1.081081081081081141e+00,1.543798628500840486e+00
1.091091091091091148e+00,1.556653572659871365e+00
1.101101101101101154e+00,1.569469522611402823e+00
1.111111111111111160e+00,1.582246157315596591e+00
1.121121121121121167e+00,1.594983156717461714e+00
1.131131131131131173e+00,1.607680201754872806e+00
1.141141141141141180e+00,1.620336974366561877e+00
1.151151151151151186e+00,1.632953157500086405e+00
1.161161161161161193e+00,1.645528435119771427e+00
1.171171171171171199e+00,1.658062492214625205e+00
1.181181181181181206e+00,1.670555014806232474e+00
1.191191191191191212e+00,1.683005689956616369e+00
1.201201201201201219e+00,1.695414205776081040e+00
1.211211211211211225e+00,1.707780251431021856e+00
1.221221221221221231e+00,1.720103517151713612e+00
1.231231231231231238e+00,1.732383694240068772e+00
1.241241241241241244e+00,1.744620475077370614e+00
1.251251251251251251e+00,1.756813553131980843e+00
1.261261261261261257e+00,1.768962622967015452e+00
1.271271271271271264e+00,1.781067380247998599e+00
1.281281281281281270e+00,1.793127521750483622e+00
1.291291291291291277e+00,1.805142745367651624e+00
1.301301301301301283e+00,1.817112750117875875e+00
1.311311311311311290e+00,1.829037236152265322e+00
1.321321321321321296e+00,1.840915904762172595e+00
1.331331331331331302e+00,1.852748458386678010e+00
1.341341341341341309e+00,1.864534600620043392e+00
1.351351351351351315e+00,1.876274036219137020e+00
1.361361361361361322e+00,1.887966471110829048e+00
1.371371371371371328e+00,1.899611612399359384e+00
1.381381381381381335e+00,1.911209168373672718e+00
1.391391391391391341e+00,1.922758848514727337e+00
1.401401401401401348e+00,1.934260363502772417e+00
1.411411411411411354e+00,1.945713425224595117e+00
1.421421421421421361e+00,1.957117746780738354e+00
1.431431431431431367e+00,1.968473042492686620e+00
1.441441441441441373e+00,1.979779027910023803e+00
1.451451451451451380e+00,1.991035419817556829e+00
1.461461461461461386e+00,2.002241936242412201e+00
1.471471471471471393e+00,2.013398296461097470e+00
1.481481481481481399e+00,2.024504221006534710e+00
1.491491491491491406e+00,2.035559431675061148e+00
1.501501501501501412e+00,2.046563651533396921e+00
1.511511511511511419e+00,2.057516604925583970e+00
1.521521521521521425e+00,2.068418017479889848e+00
1.531531531531531432e+00,2.079267616115680894e+00
1.541541541541541438e+00,2.090065129050264758e+00
1.551551551551551444e+00,2.100810285805696065e+00
1.561561561561561451e+00,2.111502817215552330e+00
1.571571571571571457e+00,2.122142455431678343e+00
1.581581581581581464e+00,2.132728933930893689e+00
1.591591591591591470e+00,2.143261987521670964e+00
1.601601601601601477e+00,2.153741352350778016e+00
1.611611611611611705e+00,2.164166765909885548e+00
1.621621621621621712e+00,2.174537967042146747e+00
1.631631631631631718e+00,2.184854695948736936e+00
1.641641641641641725e+00,2.195116694195361262e+00
1.651651651651651731e+00,2.205323704718730404e+00
1.661661661661661737e+00,2.215475471832996757e+00
1.671671671671671744e+00,2.225571741236163525e+00
1.681681681681681750e+00,2.235612260016450747e+00
1.691691691691691757e+00,2.245596776658635108e+00
1.701701701701701763e+00,2.255525041050347568e+00
1.711711711711711770e+00,2.265396804488336802e+00
1.721721721721721776e+00,2.275211819684704651e+00
1.731731731731731783e+00,2.284969840773096728e+00
1.741741741741741789e+00,2.294670623314861047e+00
1.751751751751751796e+00,2.304313924305175565e+00
1.761761761761761802e+00,2.313899502179129097e+00
1.771771771771771808e+00,2.323427116817777360e+00
