0.0075,0,0.00833333
0.0149997,6.24993e-05,0.0166667
0.0224987,0.000187493,0.025
0.0299964,0.000374974,0.0333333
0.0374922,0.000624928,0.0416667
0.0449857,0.000937337,0.05
0.0524763,0.00131218,0.0583333
0.0599635,0.00174943,0.0666667
0.0674469,0.00224906,0.075
0.0749258,0.00281104,0.0833333
0.0823998,0.00343531,0.0916667
0.0898683,0.00412185,0.1
0.0973308,0.0048706,0.108333
0.104787,0.00568151,0.116667
0.112236,0.00655453,0.125
0.119677,0.00748959,0.133333
0.127111,0.00848663,0.141667
0.134536,0.00954558,0.15
0.141951,0.0106664,0.158333
0.149358,0.0118489,0.166667
0.156754,0.0130931,0.175
0.164139,0.0143989,0.183333
0.171513,0.0157663,0.191667
0.178876,0.017195,0.2
0.186227,0.018685,0.208333
0.193564,0.0202362,0.216667
0.200889,0.0218485,0.225
0.2082,0.0235218,0.233333
0.215497,0.025256,0.241667
0.222779,0.0270509,0.25
0.230046,0.0289064,0.258333
0.237297,0.0308224,0.266667
0.244532,0.0327988,0.275
0.25175,0.0348354,0.283333
0.258951,0.0369321,0.291667
0.266134,0.0390887,0.3
0.273299,0.0413051,0.308333
0.280445,0.0435812,0.316667
0.287573,0.0459167,0.325
0.29468,0.0483115,0.333333
0.301767,0.0507654,0.341667
0.308834,0.0532784,0.35
0.315879,0.0558501,0.358333
0.322903,0.0584805,0.366667
0.329904,0.0611693,0.375
0.336883,0.0639163,0.383333
0.343838,0.0667214,0.391667
0.350771,0.0695844,0.4
0.357678,0.072505,0.408333
0.364562,0.0754831,0.416667
0.37142,0.0785185,0.425
0.378253,0.0816109,0.433333
0.38506,0.0847601,0.441667
0.39184,0.087966,0.45
0.398593,0.0912282,0.458333
0.405319,0.0945466,0.466667
0.412017,0.097921,0.475
0.418687,0.101351,0.483333
0.425328,0.104836,0.491667
0.43194,0.108377,0.5
0.438521,0.111973,0.508333
0.445073,0.115623,0.516667
0.451594,0.119328,0.525
0.458084,0.123087,0.533333
0.464542,0.1269,0.541667
0.470969,0.130767,0.55
0.477363,0.134687,0.558333
0.483724,0.138661,0.566667
0.490052,0.142687,0.575
0.496345,0.146765,0.583333
0.502605,0.150897,0.591667
0.50883,0.15508,0.6
0.51502,0.159314,0.608333
0.521175,0.163601,0.616667
0.527293,0.167938,0.625
0.533376,0.172326,0.633333
0.539421,0.176765,0.641667
0.545429,0.181254,0.65
0.5514,0.185793,0.658333
